"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"657","2020/11/05 11:53:42 AM GMT-3","9","Ciência da Computação","Campina Grande","Não","Todas","Bom","Não mudou","Igual","Melhor","Nunca","Não","Não passo por essas dificuldades","Razoável","Inexistente","Menos exigentes","Maior","Não sei/Não quero responder","Péssima","Bom"
"658","2020/11/05 11:53:58 AM GMT-3","5","Administração","Campina Grande","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Excelente","Excelente"
"659","2020/11/05 11:55:08 AM GMT-3","8","Psicologia","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Insuficiente","Tão exigentes quanto","Menor","Não sei/Não quero responder","Regular","Regular"
"660","2020/11/05 11:55:50 AM GMT-3","5","Design","Campina Grande","Sim","Todas","Razoável","Melhorou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não","Regular","Bom"
"661","2020/11/05 11:56:44 AM GMT-3","3","Design","Campina Grande","Não sei/Não quero responder","Algumas","Razoável","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Excelente","Bom","Tão exigentes quanto","Igual","Não","Péssima","Bom"
"662","2020/11/05 11:59:43 AM GMT-3","6","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"665","2020/11/05 12:12:00 PM GMT-3","5","Medicina","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"666","2020/11/05 12:12:55 PM GMT-3","5","Psicologia","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Melhor","Frequentemente","Não","Sim","Boa","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Péssimo"
"668","2020/11/05 12:19:57 PM GMT-3","9","Engenharia Civil","Campina Grande","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"671","2020/11/05 12:23:18 PM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Razoável","Bom","Mais exigentes","Muito maior","Não","Péssima","Péssimo"
"674","2020/11/05 12:25:48 PM GMT-3","6","Design","Campina Grande","Não","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Boa","Bom"
"675","2020/11/05 12:29:33 PM GMT-3","9","Matemática","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Não mudou","Não sei/Não quero responder","Melhor","Raramente","Sim","Nao","Razoável","Insuficiente","Menos exigentes","Igual","Não","Regular","Regular"
"678","2020/11/05 12:37:29 PM GMT-3","5","Engenharia Agrícola","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Não sei/Não quero responder","Raramente","Sim","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Excelente"
"680","2020/11/05 12:41:39 PM GMT-3","5","Matemática","Campina Grande","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Muito maior","Não","Regular","Bom"
"682","2020/11/05 12:48:37 PM GMT-3","5","Letras","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Ruim"
"693","2020/11/05 12:50:50 PM GMT-3","4","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Péssima","Excelente"
"701","2020/11/05 12:53:11 PM GMT-3","6","Ciência da Computação","Campina Grande","Não","Todas","Bom","Melhorou","Melhor","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"729","2020/11/05 12:59:07 PM GMT-3","4","Psicologia","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Inexistente","Não sei/Não quero responder","Igual","Não","Ruim","Excelente"
"769","2020/11/05 1:24:01 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Não afetou","Nunca","Não","Nao","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Excelente","Excelente"
"770","2020/11/05 1:24:22 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Pior","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Não","Regular","Bom"
"773","2020/11/05 1:26:38 PM GMT-3","9","Engenharia Civil","Campina Grande","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"777","2020/11/05 1:30:52 PM GMT-3","2","Medicina","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"782","2020/11/05 1:34:52 PM GMT-3","3","Ciência da Computação","Campina Grande","Sim","Algumas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Não sei/Não quero responder","Excelente","Bom","Tão exigentes quanto","Muito maior","Não","Regular","Bom"
"800","2020/11/05 2:00:31 PM GMT-3","1","Engenharia de Materiais","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"801","2020/11/05 2:00:42 PM GMT-3","1","Ciência da Computação","Campina Grande","Não","Todas","Bom","Piorou","Igual","Não afetou","Nunca","Não sei/Não quero responder","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Igual","Não sei/Não quero responder","Regular","Excelente"
"808","2020/11/05 2:10:33 PM GMT-3","1","Psicologia","Campina Grande","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"836","2020/11/05 2:37:08 PM GMT-3","3","Medicina","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"844","2020/11/05 2:41:09 PM GMT-3","7","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Não sei/Não quero responder","Boa","Excelente","Não sei/Não quero responder","Igual","Não","Boa","Excelente"
"873","2020/11/05 2:55:09 PM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Excelente","Melhorou","Igual","Melhor","Raramente","Não","Nao","Razoável","Bom","Tão exigentes quanto","Igual","Não","Excelente","Regular"
"875","2020/11/05 2:55:28 PM GMT-3","5","Ciências Econômicas","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"894","2020/11/05 2:58:48 PM GMT-3","2","Psicologia","Campina Grande","Não","Todas","Razoável","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Ruim","Bom"
"900","2020/11/05 2:59:03 PM GMT-3","5","Medicina","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Nao","Ruim","Razoável","Tão exigentes quanto","Muito maior","Sim","Péssima","Péssimo"
"915","2020/11/05 3:01:09 PM GMT-3","3","Engenharia Mecânica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Ruim","Inexistente","Tão exigentes quanto","Maior","Sim","Péssima","Ruim"
"961","2020/11/05 3:08:50 PM GMT-3","1","Matemática","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"970","2020/11/05 3:10:32 PM GMT-3","1","Nutrição","Campina Grande","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Sim","Regular","Bom"
"985","2020/11/05 3:14:20 PM GMT-3","1","Medicina","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Péssimo"
"989","2020/11/05 3:16:07 PM GMT-3","4","Letras","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Igual","Não","Regular","Bom"
"992","2020/11/05 3:17:11 PM GMT-3","5","Medicina","Campina Grande","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Ruim"
"994","2020/11/05 3:17:22 PM GMT-3","2","Engenharia de Alimentos","Campina Grande","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Regular"
"1033","2020/11/05 3:35:23 PM GMT-3","4","Ciência da Computação","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Nunca","Não sei/Não quero responder","Não passo por essas dificuldades","Não sei/Não quero responder","Não sei/Não quero responder","Tão exigentes quanto","Muito maior","Sim","Não sei/Não quero responder","Não sei/Não quero responder"
"1048","2020/11/05 3:40:46 PM GMT-3","2","Ciência da Computação","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Excelente","Péssimo"
"1054","2020/11/05 3:47:47 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não sei/Não quero responder","Ruim","Bom"
"1056","2020/11/05 3:47:59 PM GMT-3","4","Medicina","Campina Grande","Sim","Algumas","Bom","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Insuficiente","Menos exigentes","Igual","Não","Ruim","Bom"
"1057","2020/11/05 3:48:49 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Pior","Não afetou","Raramente","Sim","Nao","Excelente","Excelente","Menos exigentes","Menor","Não","Excelente","Excelente"
"1074","2020/11/05 3:54:26 PM GMT-3","2","Design","Campina Grande","Sim","Algumas","Razoável","Piorou","Igual","Pior","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Tão exigentes quanto","Igual","Não","Boa","Bom"
"1081","2020/11/05 3:58:20 PM GMT-3","3","Engenharia Civil","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Boa","Excelente","Tão exigentes quanto","Muito maior","Sim","Ruim","Regular"
"1092","2020/11/05 4:05:12 PM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Não","Sim","Razoável","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Péssima","Bom"
"1096","2020/11/05 4:08:03 PM GMT-3","2","Arquitetura e Urbanismo","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"1097","2020/11/05 4:08:45 PM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Não sei/Não quero responder","Regular"
"1098","2020/11/05 4:09:09 PM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Maior","Não","Regular","Excelente"
"1111","2020/11/05 4:14:25 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Não","Nenhuma","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Sim","Regular","Regular"
"1112","2020/11/05 4:15:44 PM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Melhorou","Pior","Pior","Nunca","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Excelente"
"1116","2020/11/05 4:20:43 PM GMT-3","6","Medicina","Campina Grande","Sim","Todas","Razoável","Melhorou","Igual","Não afetou","Raramente","Não","Nao","Boa","Razoável","Mais exigentes","Maior","Sim","Péssima","Péssimo"
"1120","2020/11/05 4:25:06 PM GMT-3","6","Medicina","Campina Grande","Sim","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Sim","Não sei/Não quero responder","Boa","Não sei/Não quero responder","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"1123","2020/11/05 4:26:59 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não","Regular","Não sei/Não quero responder"
"1127","2020/11/05 4:34:20 PM GMT-3","1","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"1128","2020/11/05 4:34:28 PM GMT-3","6","Física","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Não sei/Não quero responder","Menos exigentes","Menor","Não","Regular","Bom"
"1129","2020/11/05 4:35:02 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Não","Algumas","Péssimo","Não mudou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Ruim","Insuficiente","Tão exigentes quanto","Igual","Não","Boa","Péssimo"
"1132","2020/11/05 4:45:21 PM GMT-3","9","Engenharia Química","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Pior","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1137","2020/11/05 4:49:44 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Menos exigentes","Maior","Não","Péssima","Ruim"
"1138","2020/11/05 4:50:24 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Não","Algumas","Ruim","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"1141","2020/11/05 4:53:19 PM GMT-3","8","Administração","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Piorou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"1142","2020/11/05 4:55:20 PM GMT-3","4","Ciência da Computação","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Menos exigentes","Maior","Não sei/Não quero responder","Regular","Excelente"
"1143","2020/11/05 4:58:59 PM GMT-3","3","Ciência da Computação","Campina Grande","Não","Todas","Ruim","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Boa","Insuficiente","Menos exigentes","Maior","Não sei/Não quero responder","Péssima","Excelente"
"1144","2020/11/05 4:59:32 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Nunca","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Péssima","Ruim"
"1163","2020/11/05 5:21:33 PM GMT-3","1","Pedagogia","Campina Grande","Não","Algumas","Bom","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Inexistente","Mais exigentes","Maior","Não","Regular","Bom"
"1170","2020/11/05 5:30:41 PM GMT-3","2","Arquitetura e Urbanismo","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Não sei/Não quero responder","Boa","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"1172","2020/11/05 5:33:28 PM GMT-3","9","Engenharia Mecânica","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1173","2020/11/05 5:36:15 PM GMT-3","7","Medicina","Campina Grande","Não","Algumas","Ruim","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Ruim","Razoável","Tão exigentes quanto","Maior","Não","Péssima","Péssimo"
"1188","2020/11/05 6:08:02 PM GMT-3","2","Arquitetura e Urbanismo","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1192","2020/11/05 6:22:47 PM GMT-3","4","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Melhor","Nunca","Sim","Não passo por essas dificuldades","Razoável","Razoável","Menos exigentes","Muito maior","Não sei/Não quero responder","Regular","Bom"
"1193","2020/11/05 6:23:01 PM GMT-3","4","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Bom"
"1201","2020/11/05 6:44:46 PM GMT-3","1","Psicologia","Campina Grande","Não","Algumas","Razoável","Piorou","Igual","Pior","Raramente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"1202","2020/11/05 6:54:57 PM GMT-3","3","Letras","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Excelente","Excelente"
"1203","2020/11/05 6:59:34 PM GMT-3","4","Design","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Igual","Não","Ruim","Excelente"
"1204","2020/11/05 7:00:01 PM GMT-3","2","Psicologia","Campina Grande","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Não sei/Não quero responder","Tão exigentes quanto","Igual","Não","Ruim","Regular"
"1205","2020/11/05 7:03:36 PM GMT-3","10","Filosofia","Campina Grande","Sim","Todas","Razoável","Não mudou","Igual","Não sei/Não quero responder","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Ruim"
"1206","2020/11/05 7:10:10 PM GMT-3","7","Filosofia","Campina Grande","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"1207","2020/11/05 7:14:13 PM GMT-3","8","Filosofia","Campina Grande","Sim","Algumas","Razoável","Não mudou","Igual","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Péssimo"
"1210","2020/11/05 7:28:18 PM GMT-3","7","Engenharia Civil","Campina Grande","Não","Algumas","Ruim","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1220","2020/11/05 8:14:05 PM GMT-3","9","Administração","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"1222","2020/11/05 8:24:03 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Todas","Excelente","Melhorou","Melhor","Melhor","Raramente","Sim","Nao","Excelente","Não sei/Não quero responder","Menos exigentes","Igual","Não","Boa","Excelente"
"1224","2020/11/05 8:27:50 PM GMT-3","8","Engenharia de Minas","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Excelente","Tão exigentes quanto","Muito maior","Sim","Ruim","Regular"
"1226","2020/11/05 8:57:52 PM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1228","2020/11/05 9:05:20 PM GMT-3","7","Engenharia Química","Campina Grande","Não","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Péssimo"
"1231","2020/11/05 9:10:41 PM GMT-3","7","Engenharia Química","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"1232","2020/11/05 9:11:30 PM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"1234","2020/11/05 10:02:24 PM GMT-3","7","Engenharia Química","Campina Grande","Sim","Todas","Ruim","Melhorou","Pior","Pior","Nunca","Não","Sim","Ruim","Bom","Menos exigentes","Muito maior","Sim","Péssima","Ruim"
"1235","2020/11/05 10:03:25 PM GMT-3","2","Engenharia de Minas","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Pior","Nunca","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1241","2020/11/05 10:34:16 PM GMT-3","5","Medicina","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Péssima","Péssimo"
"1242","2020/11/05 10:40:21 PM GMT-3","8","História","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Sim","Regular","Regular"
"1243","2020/11/05 10:47:28 PM GMT-3","3","Psicologia","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Não sei/Não quero responder","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Muito maior","Não sei/Não quero responder","Regular","Excelente"
"1247","2020/11/05 11:20:42 PM GMT-3","3","História","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"1249","2020/11/05 11:24:15 PM GMT-3","4","Administração","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Nunca","Sim","Nao","Boa","Bom","Mais exigentes","Maior","Não","Boa","Bom"
"1250","2020/11/05 11:26:06 PM GMT-3","3","Letras","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Razoável","Bom","Menos exigentes","Igual","Não","Regular","Regular"
"1252","2020/11/06 12:04:52 AM GMT-3","6","Ciência da Computação","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Não sei/Não quero responder","Mais exigentes","Maior","Não sei/Não quero responder","Ruim","Bom"
"1254","2020/11/06 3:36:31 AM GMT-3","8","Comunicação Social","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Nunca","Sim","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"1255","2020/11/06 5:10:41 AM GMT-3","2","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1256","2020/11/06 6:17:28 AM GMT-3","5","Ciência da Computação","Campina Grande","Não","Todas","Péssimo","Piorou","Pior","Pior","Nunca","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Não","Regular","Bom"
"1285","2020/11/06 7:48:25 AM GMT-3","3","Enfermagem","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não sei/Não quero responder","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1294","2020/11/06 7:57:41 AM GMT-3","3","Enfermagem","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1299","2020/11/06 8:03:40 AM GMT-3","1","Letras","Campina Grande","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Não sei/Não quero responder","Tão exigentes quanto","Igual","Sim","Ruim","Bom"
"1302","2020/11/06 8:05:01 AM GMT-3","1","Enfermagem","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
